communityname,state,lat,lng
LowerPaxtontownship,PA,40.3192446,-76.7825931
Bangorcity,ME,29.0659229,-110.97133
ParkRidgecity,IL,42.0111412,-87.8406192
FarmersBranchcity,TX,32.9265137,-96.8961151
Montvilletownship,NJ,40.9148209,-74.383763
Towamencintownship,PA,40.2464615,-75.3325943
Shelbytownship,MI,42.6708659,-83.0329844
DaytonaBeachcity,FL,29.2108147,-81.0228331
SouthHadleytown,MA,42.2584245,-72.5745332
Springdalecity,AR,36.1867442,-94.1288142
Mercedescity,TX,26.1497977,-97.9136112
Uticacity,NY,43.1009031,-75.2326641
CedarHillcity,TX,32.5888072,-96.9553675
TexasCitycity,TX,29.396013,-94.9175485
WestCovinacity,CA,34.0686208,-117.9389526
Pleasantoncity,CA,37.6624312,-121.8746789
EastGrandRapidscity,MI,42.9412024,-85.6097309
Norwalkcity,OH,41.2425531,-82.6157331
Hamiltoncity,OH,39.2085354,-84.5501874
Harwichtown,MA,41.6862224,-70.0758508
Jeffersontowncity,KY,38.1787175,-85.664528
Bainbridgecity,GA,30.9038252,-84.5754768
MenloParkcity,CA,37.4519671,-122.1779927
Flagstaffcity,AZ,35.1987522,-111.6518229
Kilgorecity,TX,32.3860733,-94.8758518
Glassboroborough,NJ,39.695878,-75.114533
SanJuancity,TX,26.1892409,-98.1552872
Swampscotttown,MA,42.4699241,-70.9171507
LosGatostown,CA,37.226611,-121.9746797
CreveCoeurcity,MO,38.6613007,-90.4423653
Denisoncity,TX,33.7556593,-96.536658
Bakersfieldcity,CA,35.3738712,-119.0194639
TheVillagecity,OK,34.9550817,-97.2684063
Albanycity,NY,42.6511674,-73.754968
Newarkcity,NJ,40.735657,-74.1723667
EastOrangecity,NJ,40.767323,-74.2048677
Ogdencity,UT,41.2230048,-111.9738429
Petersburgcity,VA,37.1924594,-77.3677408
Baytowncity,TX,31.8160381,-99.5120986
Eugenecity,OR,44.0505054,-123.0950506
Providencecity,RI,41.8239891,-71.4128343
NorthLittleRockcity,AR,34.769536,-92.2670941
Metuchenborough,NJ,40.16706,-74.49987
Warrentown,RI,41.7303794,-71.2825494
Kentcity,OH,41.1536674,-81.357886
Cypresscity,CA,50.2017337,-110.5150213
Yukoncity,OK,35.5067259,-97.7625386
Lislevillage,IL,40.00032,-89.25037
ChapelHilltown,NC,35.9131542,-79.05578
Bedfordcity,IN,38.8611619,-86.4872149
Mauldincity,SC,34.77873,-82.310119
Kentcity,WA,47.3826903,-122.2270272
Waynesborocity,VA,38.0652286,-78.9058877
Westfieldcity,MA,42.1250929,-72.7495381
Bountifulcity,UT,40.8894611,-111.8804817
Cadillaccity,MI,44.3353211,-85.5741088
Arlingtontown,MA,42.4153739,-71.1564428
PaloAltocity,CA,37.4443293,-122.1598465
Spartatownship,NJ,41.0401567,-74.6310081
Stratfordtown,CT,41.1845415,-73.1331651
DeerParkcity,TX,29.7052284,-95.1238204
ArlingtonHeightsvillage,IL,42.081015,-87.980491
Hazelwoodcity,MO,38.7861633,-90.3540562
NewHopecity,MN,45.0347176,-93.3861037
Newberrytownship,PA,41.2397997,-77.0527459
SouthElMontecity,CA,34.0519548,-118.0467339
Stephenvillecity,TX,32.2191836,-98.2130634
Cudahycity,CA,33.9620584,-118.1835395
Lincolntownship,MI,42.1569609,-83.6004853
Albanycity,CA,37.88687,-122.2977475
Ewingtownship,NJ,40.2688105,-74.8006895
FortThomascity,KY,39.0786242,-84.4483432
LaMiradacity,CA,33.9060971,-118.0107092
Swataratownship,PA,40.6550889,-76.3546747
Totowaborough,NJ,40.16706,-74.49987
WestCaldwelltownship,NJ,40.8409329,-74.3018154
Coventrytown,RI,41.7000996,-71.6828444
CalumetCitycity,IL,41.616016,-87.5295837
Troycity,MI,42.6055893,-83.1499304
Danvillecity,CA,45.785278,-72.0158562
Waycrosscity,GA,31.2135511,-82.3540178
Centervillecity,OH,39.6283928,-84.1593818
Rostravertownship,PA,40.2091992,-79.8329181
Ryecity,NY,40.9808209,-73.684294
Lyndhursttownship,NJ,40.8120247,-74.1242816
Somervillecity,MA,42.3875968,-71.0994968
Sheltontown,CT,41.3164856,-73.0931641
NorthBergentownship,NJ,40.8042674,-74.012084
Columbuscity,GA,32.4609764,-84.9877094
MortonGrovevillage,IL,42.034278,-87.778843
TwinFallscity,ID,42.5704219,-114.4603171
Minnetonkacity,MN,44.9127229,-93.499059
EastProvidencecity,RI,41.8137116,-71.3700545
Cohoescity,NY,42.7742446,-73.7001187
GlensFallscity,NY,43.309941,-73.644447
Dyersburgcity,TN,36.0345159,-89.3856281
Cromwelltown,CT,41.5949942,-72.6455665
Bloomfieldtownship,MI,42.5378124,-83.2329863
Cranstoncity,RI,41.7809588,-71.4371257
Marshallcity,TX,32.5447756,-94.3661004
CoralGablescity,FL,25.6905515,-80.235009
Hagerstowncity,MD,39.6590117,-77.7563376
Vernontown,CT,41.8382921,-72.4663331
Killeencity,TX,31.1171441,-97.727796
Morgantowncity,WV,39.5455257,-78.2592246
Athenscity,TN,35.4428864,-84.5930113
Clintontownship,MI,42.9435238,-84.6125345
Hamdentown,CT,41.3959287,-72.8968716
Friendswoodcity,TX,29.5293998,-95.2010447
SanGabrielcity,CA,34.0991325,-118.1086041
SanLuisObispocity,CA,35.272584,-120.6570944
Bedfordcity,TX,32.844017,-97.1430671
Lakevillecity,MN,44.650051,-93.2432791
Marshfieldcity,WI,44.6688524,-90.1717987
BigRapidscity,MI,43.698078,-85.483656
Grovescity,TX,29.9482695,-93.9171155
Longviewcity,TX,32.5007031,-94.74049
Norfolkcity,VA,36.8462923,-76.2929252
Birminghamcity,AL,33.5206824,-86.8024326
McCombcity,MS,31.2220381,-90.4605651
RoundRockcity,TX,30.508235,-97.6788934
Bridgeporttown,CT,41.1670412,-73.2048348
Onalaskacity,WI,43.8830606,-91.2343539
Northvilletownship,MI,42.4310806,-83.4832262
Lincolnwoodvillage,IL,40.16802,-89.337704
Lawrencevillecity,GA,33.9562149,-83.9879625
SouthBurlingtoncity,VT,44.4669941,-73.1709604
Indianolacity,IA,41.3605271,-93.5599632
MountPleasanttown,SC,32.7940651,-79.8625851
AlbertLeacity,MN,43.6480127,-93.3682656
Hendersoncity,TX,32.182598,-95.7893178
LakeWorthcity,FL,26.6161211,-80.0691417
Bethlehemtownship,PA,-1.45056,-48.4682453
MichiganCitycity,IN,41.7075394,-86.8950297
Kenoshacity,WI,42.5846773,-87.8212263
WestWindsortownship,NJ,40.2423319,-74.5812664
SantaBarbaracity,CA,45.5361933,-73.6077401
Harveycity,IL,41.6100344,-87.6467132
Danvillecity,VA,36.5859718,-79.3950228
Logansportcity,IN,40.7545006,-86.3567356
Moorparkcity,CA,34.285558,-118.8820414
RedBankcity,TN,35.1167484,-85.2925214
Augustacity,GA,33.4709714,-81.9748429
Bartletttown,TN,35.2045329,-89.8739753
Goshentown,NY,41.4020382,-74.3243191
WestOrangetownship,NJ,40.7987113,-74.2390353
Redmondcity,WA,47.6694141,-122.1238767
Madisonborough,NJ,40.16706,-74.49987
Brooklinetown,MA,42.3317642,-71.1211635
Scituatetown,MA,42.1939754,-70.7697128
LaGrangecity,GA,54.1930633,-2.9094791
BellGardenscity,CA,33.9694561,-118.1503953
Lufkincity,TX,31.3386242,-94.7288558
EastWindsortownship,NJ,40.2423319,-74.5812664
Hutchinsoncity,MN,44.8877401,-94.3697057
Bothellcity,WA,47.7598697,-122.2068288
Kirkwoodcity,MO,38.5800713,-90.4069177
FountainValleycity,CA,50.734283,-121.857874
Franklincity,TN,35.925193,-86.8689365
Martinsburgcity,WV,39.4562528,-77.9639604
Bartowcity,FL,27.8851866,-81.8140878
Kingstonborough,PA,40.279536,-79.364226
Tiftoncity,GA,31.4522765,-83.5096866
Gilroycity,CA,37.0065078,-121.5631723
Bristolborough,PA,40.098444,-74.873815
Margatecity,FL,26.242509,-80.2141478
Muskegoncity,MI,43.2341813,-86.2483921
Caldwellcity,ID,43.6678736,-116.6894156
FortLeeborough,NJ,40.16706,-74.49987
Summittownship,MI,42.6116281,-83.9247813
NorthRichlandHillscity,TX,32.8342952,-97.2289029
Wataugacity,TX,32.8579056,-97.2547371
Gloucestercity,MA,42.6159286,-70.6619888
FortWaynecity,IN,41.0799898,-85.1386015
PriorLakecity,MN,44.7133271,-93.4226873
Claremontcity,CA,34.0966764,-117.7197785
Brooklyncity,OH,41.439754,-81.7405559
Murraycity,UT,40.6667841,-111.888417
Jacksonvillecity,AR,-38.6948051,-62.2549939
Torringtontown,CT,41.8006523,-73.1212214
OceanSpringscity,MS,30.4112904,-88.8279165
BrokenArrowcity,OK,36.0525993,-95.7908195
MountMorristownship,MI,43.118637,-83.694958
Cantoncity,OH,40.7989522,-81.3784445
Amherstcity,OH,41.3978217,-82.2223775
SierraMadrecity,CA,34.1616729,-118.0528456
Kennercity,LA,29.9942265,-90.2417806
Bouldercity,CO,40.0149856,-105.2705456
MiamiSpringscity,FL,25.8218479,-80.2927081
UpperAllentownship,PA,41.882841,-78.5730798
Sangercity,CA,36.708006,-119.5559652
Enterprisecity,AL,31.3151708,-85.8552161
Portagecity,IN,41.5758708,-87.1761455
PleasantHillcity,CA,45.6436167,-61.3700453
Hinesvillecity,GA,31.8477298,-81.5960354
Juneaucity,AK,58.3019496,-134.419734
Pottsvillecity,PA,40.6851324,-76.1953701
ElCentrocity,CA,43.7905318,-79.5465859
Boonecity,IA,42.0171798,-93.9254114
Garlandcity,TX,32.912624,-96.6388833
Janesvillecity,WI,42.6829765,-89.0226793
WestGoshentownship,PA,39.967885,-75.5770496
Ashevillecity,NC,35.6009498,-82.5540161
Winchestercity,KY,37.990079,-84.1796503
Angletoncity,TX,29.16941,-95.4318847
Carmelcity,IN,39.9788017,-86.1189257
Pacificacity,CA,37.6138253,-122.4869194
Wyandottecity,MI,42.2006617,-83.1510164
Wolcotttown,CT,41.6023196,-72.9867718
BeechGrovecity,IN,39.7221906,-86.0894158
Huntingtoncity,WV,38.4192496,-82.445154
Bellevilletownship,NJ,40.7937116,-74.1501438
Georgetowncity,KY,19.2953549,-81.3807776
Youngstowncity,OH,38.8986836,-83.2060162
Cheyennecity,WY,41.139981,-104.820246
SouthWindsortown,CT,41.8489872,-72.5717551
Connersvillecity,IN,39.6411589,-85.1410748
Spencercity,IA,43.1413578,-95.1444393
Phillipsburgtown,NJ,40.6937099,-75.1901761
GarfieldHeightscity,OH,41.4169974,-81.6059581
Lindenwoldborough,NJ,39.805518,-75.007316
Roselleborough,NJ,40.16706,-74.49987
FrontRoyaltown,VA,38.9178538,-78.1917718
Minneapoliscity,MN,44.9772995,-93.2654692
Moorheadcity,MN,46.8739081,-96.7538674
WhitefishBayvillage,WI,44.90583,-87.217323
Auburncity,AL,32.6550905,-85.5036435
Pleasantvillecity,NJ,39.3898388,-74.5240422
Columbiacity,TN,35.6150716,-87.0352831
Grahamcity,NC,36.0690258,-79.4005756
Burlingtoncity,VT,44.4762975,-73.2135472
Lompoccity,CA,34.6391501,-120.4579409
Gardenacity,CA,33.8963593,-118.3053037
SanRamoncity,CA,37.7799273,-121.9780153
Monroecity,LA,32.5093109,-92.1193012
Cookevillecity,TN,36.1623886,-85.4997057
Orangecity,TX,30.1228634,-93.9041169
Palmdalecity,CA,34.5793131,-118.1171108
Bellcity,CA,45.6090409,-74.6128313
Bridgetoncity,NJ,39.427337,-75.2340768
LowerSalfordtownship,PA,40.2648377,-75.3913199
Oceansidecity,CA,33.1958696,-117.3794834
ForrestCitycity,AR,35.0081474,-90.7898342
Shawneecity,OK,35.3272928,-96.9253004
Tracycity,CA,37.7396513,-121.4252227
UniversityCitycity,MO,38.6569083,-90.3103443
Boonetown,NC,36.216795,-81.6745517
Lawrencecity,MA,42.7070354,-71.1631137
Middletowncity,NY,40.8842653,-72.9373262
Eulesscity,TX,32.8457865,-97.0667142
SanDiegocity,CA,32.7174209,-117.1627714
Marshallcity,MO,39.1230777,-93.1968704
Logantownship,PA,40.0284452,-75.1515654
Grandviewcity,MO,38.8898478,-94.5313816
SanAntoniocity,TX,29.4246002,-98.4951405
Chicagocity,IL,41.8755616,-87.6244212
GrandHavencity,MI,43.0630734,-86.2283864
Plainfieldtown,CT,41.6764876,-71.915073
SantaRosacity,CA,49.2633419,-123.1024943
Placentiacity,CA,47.2435087,-53.9635466
Brookfieldcity,WI,43.0605671,-88.1064787
DeWitttownship,MI,42.301074,-83.121416
LaMarquecity,TX,29.3685674,-94.9713134
EastChicagocity,IN,41.6397857,-87.4548466
Texarkanacity,TX,33.4254684,-94.0430977
BuenaParkcity,CA,33.870413,-117.9962165
NorthMankatocity,MN,44.1732996,-94.0338451
PuntaGordacity,FL,26.9297836,-82.0453664
Oskaloosacity,IA,41.2963365,-92.6449612
EaglePasscity,TX,28.7099337,-100.4938137
Richmondcity,VA,37.5385087,-77.43428
Uniontownship,NJ,40.6652251,-74.3045277
Woodburycity,MN,44.92317,-92.9588282
Westlandcity,MI,42.3238056,-83.4005321
MountPleasanttown,WI,42.7292465,-87.851473
PortNechescity,TX,29.9913244,-93.9585067
GoldenValleycity,MN,44.9861176,-93.3784618
SouthWhitehalltownship,PA,40.3611806,-79.9908855
Duartecity,CA,34.1394513,-117.9772873
Canyoncity,TX,34.9798392,-101.9193395
WestColumbiacity,SC,33.9934867,-81.0739826
Livingstontownship,NJ,40.7959335,-74.3148713
Warringtontownship,PA,40.2483149,-75.1590025
PleasantGrovecity,UT,40.3641184,-111.73854
BoulderCitycity,NV,35.9787638,-114.8337739
Syracusecity,NY,43.0481221,-76.1474244
Cupertinocity,CA,37.3228934,-122.0322895
Turlockcity,CA,37.4946568,-120.8465941
Passaiccity,NJ,41.0461864,-74.3177933
FortAtkinsoncity,WI,42.9288944,-88.8370509
Concordcity,CA,45.452798,-62.7905136
Hartfordtown,CT,41.764582,-72.6908547
Cumrutownship,PA,40.2838669,-75.9371826
Danvillecity,KY,37.6456488,-84.7721823
Auroracity,CO,39.729432,-104.8319196
Cheshiretown,CT,41.4989861,-72.900658
Birminghamcity,MI,42.5467012,-83.2113192
WestHempfieldtownship,PA,40.0548193,-76.4388523
NorthPalmBeachvillage,FL,26.852338,-80.06412
TwentyninePalms-MorongoValle,CA,34.134929,-116.227368
MountainBrookcity,AL,33.481719,-86.7450012
Stuttgartcity,AR,34.5003748,-91.5526281
Conwaycity,AR,-32.88418,-60.7236068
HazelParkcity,MI,42.4620142,-83.1035688
Waterburytown,CT,41.5538091,-73.0438362
Westwoodborough,NJ,40.98524,-74.008134
Caledoniatown,WI,42.8077958,-87.924248
Watertowntown,CT,9.3553131,80.6481886
Aikencity,SC,33.5598586,-81.721952
Saralandcity,AL,30.820742,-88.0705556
Walltownship,NJ,40.1743052,-74.0902219
Rocklincity,CA,38.7907339,-121.2357828
Albanycity,OR,44.6365071,-123.1059324
Mentorcity,OH,41.6661573,-81.339552
Millvillecity,NJ,39.4020593,-75.0393368
Tacomacity,WA,47.2495798,-122.4398746
Hollistontown,MA,42.2000966,-71.4245049
Jonesborocity,AR,35.8428646,-90.7034522
Lauderhillcity,FL,26.1567308,-80.2250677
Hampdentownship,PA,32.0815365,-87.628892
Minotcity,ND,48.23251,-101.296273
Jaspercity,AL,33.8312185,-87.2775053
WestDesMoinescity,IA,41.5645337,-93.7595281
Somervilleborough,NJ,39.8428468,-75.0511974
Willmarcity,MN,45.1219492,-95.0435373
Englewoodcity,CO,39.6482059,-104.9879641
Edisontownship,NJ,40.5382375,-74.3945173
SouthDaytonacity,FL,29.1658158,-81.0044995
Paramusborough,NJ,40.16706,-74.49987
Sudburytown,MA,42.3834278,-71.4161725
Lovelandcity,CO,40.3977612,-105.0749801
Brunswicktown,ME,43.905599,-69.9759915
PresqueIslecity,ME,46.681479,-68.016357
Chanhassencity,MN,44.8618403,-93.5307207
SuisunCitycity,CA,38.2382474,-122.040244
NorthProvidencetown,RI,41.8500997,-71.4661703
Carlisleborough,PA,40.196123,-77.344959
Bensalemtownship,PA,40.1027615,-74.9321395
Haywardcity,CA,48.8032735,-123.7244026
CedarFallscity,IA,42.5274123,-92.4453179
SouthPlainfieldborough,NJ,40.579145,-74.412218
Wheelingvillage,IL,40.00032,-89.25037
Nanticokecity,PA,41.2052654,-76.0049353
Hopkinscity,MN,44.9271194,-93.4074945
SouthRiverborough,NJ,40.430006,-74.417344
Marlborotownship,NJ,40.3153877,-74.2462564
Poughkeepsiecity,NY,41.7065779,-73.9284101
HainesCitycity,FL,28.126625,-81.6386977
SantaPaulacity,CA,34.3541659,-119.0592705
Rentoncity,WA,47.4799078,-122.2034496
Portsmouthtown,RI,41.6024068,-71.2503157
ElizabethCitycity,NC,36.2956836,-76.2247697
Walthamcity,MA,42.3756401,-71.2358004
Southingtontown,CT,41.6005435,-72.8782941
Monroviacity,CA,34.1483499,-118.0014517
WinterHavencity,FL,28.0222435,-81.7328568
EastPointcity,GA,33.6795531,-84.4393724
Beaumontcity,TX,30.0860459,-94.1018461
Centervillecity,UT,40.9180005,-111.8721601
EastHartfordtown,CT,41.7623342,-72.6204092
Jaspercity,IN,41.0321808,-87.1066598
TintonFallsborough,NJ,40.307198,-74.062396
FortPaynecity,AL,34.4442547,-85.7196893
Palestinecity,TX,31.7621153,-95.6307891
Noblesvillecity,IN,40.0455918,-86.0085955
Dixoncity,CA,45.0867338,-74.9774504
Marysvillecity,CA,44.1935658,-76.440109
WhiteBearLakecity,MN,45.0838098,-93.0069304
Wadsworthcity,OH,41.0256101,-81.7298519
Milwaukeecity,WI,43.0349931,-87.922497
Kissimmeecity,FL,28.2918995,-81.4075838
Carthagecity,MO,37.1765141,-94.3103412
Artesiacity,NM,32.8423345,-104.4032963
ManhattanBeachcity,CA,33.8915985,-118.3951241
Tamaraccity,FL,26.2052115,-80.2710557
Muskegontownship,MI,43.2341813,-86.2483921
Merrimacktown,NH,42.8650864,-71.4934004
RoyalPalmBeachvillage,FL,26.68375,-80.2301
Stauntoncity,VA,38.1495947,-79.072557
Rochestercity,MN,44.0234387,-92.4630182
Freeholdtownship,NJ,40.2601096,-74.2737573
Clawsoncity,MI,42.5333682,-83.1463166
Marinettecity,WI,45.0999594,-87.6307265
Fremontcity,CA,49.2850624,-123.1358175
Carytown,NC,35.7883046,-78.7811964
MountPleasantcity,MI,43.597646,-84.7668495
Fairviewborough,NJ,40.16706,-74.49987
SouthBrunswicktownship,NJ,40.3849235,-74.5204746
Trentoncity,NJ,40.2170575,-74.7429463
PalmSpringscity,CA,33.7721795,-116.4952977
Galesburgcity,IL,40.9479779,-90.3705842
Mantecacity,CA,37.7986184,-121.2117148
MenomoneeFallsvillage,WI,43.169968,-88.087032
Cloquetcity,MN,46.7216102,-92.4593566
Vermillioncity,SD,42.7795273,-96.929101
Fairfieldcity,AL,33.4859402,-86.9119366
Westporttown,MA,41.6220399,-71.0780195
Montclaircity,CA,45.4641243,-73.6362803
Vandaliacity,OH,39.8906122,-84.1988308
Fillmorecity,CA,34.383958,-118.9365955
Bentonvillecity,AR,36.3728538,-94.2088172
WestSpringfieldtown,MA,42.1070383,-72.6203675
Washingtoncity,DC,38.8948932,-77.0365529
Antiochcity,CA,38.0049214,-121.805789
Bismarckcity,ND,46.808327,-100.783739
Hopewelltownship,NJ,40.3892726,-74.7618285
Miamisburgcity,OH,39.6428362,-84.2866083
Ozarkcity,AL,31.4584764,-85.6405865
WestJordancity,UT,40.6096698,-111.9391031
Rahwaycity,NJ,40.6081591,-74.2776468
RedBankborough,NJ,40.133693,-74.234865
Morristownship,NJ,40.8679538,-74.5601181
SanMateocity,CA,37.496904,-122.3330573
Bedfordtownship,MI,42.3953169,-85.2322197
Annistoncity,AL,33.695381,-85.8398423
Leominstercity,MA,42.5250906,-71.759794
Easleycity,SC,34.8269276,-82.5817053
GlenRockborough,NJ,40.965058,-74.136496
Watertowntown,MA,1.3779647,30.9522628
Freeholdborough,NJ,40.267652,-74.247823
Daviscity,CA,53.1103334,-105.6567239
Darientown,CT,41.0787079,-73.4692873
Crowleycity,LA,30.2140928,-92.3745761
Lynwoodcity,CA,33.924831,-118.2024154
Berkeleycity,CA,37.8708393,-122.2728639
Cambridgecity,MD,38.5714624,-76.0763177
Atlantacity,GA,33.7490987,-84.3901849
Blainecity,MN,45.1607987,-93.2349489
Gilberttown,AZ,33.3527632,-111.7890373
Burlingtontownship,NJ,39.9325409,-74.7226665
NewBedfordcity,MA,41.6362152,-70.934205
Perkinstownship,OH,39.9797424,-83.1512958
Ontariocity,CA,50.000678,-86.000977
Chandlercity,AZ,33.3062223,-111.8413317
Garfieldcity,NJ,40.8814882,-74.113198
Pampacity,TX,35.5361559,-100.9598709
Maldencity,MA,42.4250964,-71.066163
Clearwatercity,FL,27.9658533,-82.8001026
Carrolltoncity,GA,33.5801103,-85.0766113
Bartlesvillecity,OK,36.7494864,-95.9782966
Deptfordtownship,NJ,39.8271755,-75.1235892
Manchestertownship,NJ,39.9734957,-74.3816966
Dyertown,IN,41.4942021,-87.5217068
SterlingHeightscity,MI,42.5803122,-83.0302033
AllenParkcity,MI,42.2595071,-83.2107671
Hamptontownship,PA,39.9295406,-77.0583135
Salemcity,OR,44.9391565,-123.033121
Hazletoncity,PA,40.9646867,-75.9852789
Akroncity,OH,41.083064,-81.518485
Bayonnecity,NJ,40.6687141,-74.1143091
Lynncity,MA,42.466763,-70.9494939
Concordtown,MA,42.4605189,-71.3488963
Woodbridgetownship,NJ,40.55418,-74.2860008
Bellflowercity,CA,33.8825705,-118.1167679
Clarktownship,NJ,40.6233995,-74.3148279
Weslacocity,TX,26.1595156,-97.9908429
Streamwoodvillage,IL,42.022245,-88.158943
OakParkcity,MI,42.4594803,-83.1827051
Aberdeentownship,NJ,40.4071138,-74.2216287
Gatesvillecity,TX,31.4351645,-97.743911
Sylacaugacity,AL,33.1731716,-86.2516406
Lexingtontown,MA,42.4473175,-71.2245003
Richlandcity,WA,46.2778406,-119.2769067
Rosevillecity,CA,38.7521235,-121.2880059
PicoRiveracity,CA,33.9830688,-118.096735
Plainvilletown,CT,41.6711395,-72.8672429
Moontownship,PA,33.1584497,-86.2385846
Laceycity,WA,47.0263876,-122.8072257
Columbuscity,MS,33.4956744,-88.4272627
WhiteSettlementcity,TX,32.7595737,-97.4583538
Framinghamtown,MA,42.2792625,-71.416172
Exetertown,NH,42.981477,-70.9478343
ElSegundocity,CA,33.917028,-118.4156337
Nacogdochescity,TX,31.5970503,-94.5927451
Dentoncity,TX,33.1838787,-97.1413417
Claremorecity,OK,36.3126005,-95.6160686
Odessacity,TX,31.8457149,-102.367687
Taylorcity,TX,30.5728854,-97.4141053
Orangecity,CA,45.843838,-74.041871
Portsmouthcity,OH,38.7316375,-82.9965441
OregonCitycity,OR,45.3573429,-122.6067583
Washingtoncity,MO,37.9559513,-90.879099
Campbellcity,CA,37.2870626,-121.9448818
Sedaliacity,MO,38.7098314,-93.2295515
Astoriacity,OR,46.187885,-123.831256
Woodburycity,NJ,39.8381691,-75.1526774
Montereycity,CA,49.8852574,-97.1414618
Orangeburgcity,SC,33.4918203,-80.8556476
Beaconcity,NY,41.504879,-73.9696822
Auroracity,IL,41.7571701,-88.3147539
Norwoodcity,OH,39.1556149,-84.4596641
Medfordcity,MA,42.4184296,-71.1061639
Bexleycity,OH,39.9692378,-82.936864
Maderacity,CA,37.1716264,-119.7737991
Hibbingcity,MN,47.427155,-92.937689
Nortontown,MA,41.9667666,-71.1869939
Fridleycity,MN,45.0838291,-93.2590388
Scarboroughtown,ME,43.5962264,-70.3300557
RanchoCucamongacity,CA,34.1033192,-117.5751735
MachesneyParkvillage,IL,42.347186,-89.058498
Morristowncity,TN,41.6842633,-73.1962245
Adriancity,MI,41.8975152,-84.0373054
Dearborncity,MI,42.3222599,-83.1763145
OilCitycity,PA,41.433948,-79.706441
Frasercity,MI,42.539202,-82.9493652
Tallmadgecity,OH,41.1014616,-81.4417989
Brownsvillecity,TN,35.5939671,-89.262291
Jacksonvillecity,FL,30.3321838,-81.655651
Springtownship,PA,40.9699889,-77.7278831
Greenfieldcity,IN,39.7855096,-85.7681979
Kellercity,TX,32.9299655,-97.2271249
Pascocity,WA,46.2306739,-119.0921006
DalyCitycity,CA,37.6904826,-122.4726708
Fitchburgcity,MA,42.5834228,-71.8022956
Selmacity,CA,45.3214306,-63.5374625
NorthAndovertown,MA,42.6839894,-71.1127065
Hueytowncity,AL,33.1928676,-87.5254627
LaVernecity,CA,34.1008426,-117.7678355
Tupelocity,MS,34.2576067,-88.7033859
ElkCitycity,OK,35.4119944,-99.4042592
Carteretborough,NJ,40.57347,-74.221002
Lamesacity,TX,32.7357287,-101.9550202
McKinneycity,TX,32.89782,-94.554864
Columbiaborough,PA,40.27245,-76.90567
Perrytownship,OH,39.6370289,-82.2044367
Northamptontownship,PA,40.7451356,-75.3289302
BentonHarborcity,MI,42.1167065,-86.4541894
Eufaulacity,AL,31.8912717,-85.1454876
PortHuroncity,MI,42.9815877,-82.440466
Carlsbadcity,CA,33.1580933,-117.3505966
Napacity,CA,45.942024,-66.6739451
Daltoncity,GA,34.7691867,-84.9702475
Beloitcity,WI,42.5083272,-89.031784
Frankfortcity,KY,38.2009055,-84.8732836
Norwichtown,CT,41.5242649,-72.0759105
DiamondBarcity,CA,34.0286226,-117.8103367
Evanstoncity,WY,41.2682462,-110.9637586
JerseyCitycity,NJ,40.7281575,-74.0776417
Marshalltowncity,IA,42.0378125,-92.9915704
Maryvillecity,TN,35.7564719,-83.9704593
WinterParkcity,FL,28.6000625,-81.3427438
Conroecity,TX,30.3118769,-95.4560512
Sheboygancity,WI,43.7128967,-87.9370433
Racinecity,WI,42.7260523,-87.7825242
Springfieldcity,MA,42.1014831,-72.589811
Reddingcity,CA,40.5863563,-122.3916754
Templecity,TX,31.098207,-97.3427847
UpperGwyneddtownship,PA,40.2017745,-75.2551759
Jamestowncity,ND,46.8918007,-98.700151
Doylestowntownship,PA,40.2134179,-77.6999909
Foxboroughtown,MA,42.0653768,-71.2478308
HighlandParkcity,MI,42.4057135,-83.0969467
DesPlainescity,IL,42.0415823,-87.8873916
Nicholasvillecity,KY,37.8806341,-84.5729961
FortLauderdalecity,FL,26.1223084,-80.1433786
Jacksonvillecity,AL,33.8137163,-85.7613476
Brecksvillecity,OH,41.3197763,-81.6267904
Peekskillcity,NY,41.289811,-73.9204922
Radcliffcity,KY,37.8403456,-85.9491298
Wilbrahamtown,MA,42.1235479,-72.4312169
Schertzcity,TX,29.5641617,-98.2695702
Northglenncity,CO,39.9100858,-104.9875529
Lynnwoodcity,WA,47.8278656,-122.3053932
NorthRidgevillecity,OH,41.3894905,-82.0190321
Planocity,TX,33.0136764,-96.6925096
Kirklandcity,WA,47.6859573,-122.1920249
Saginawtownship,MI,43.4200387,-83.9490365
SouthMiamicity,FL,25.7078467,-80.2956357
WallaWallacity,WA,46.0667277,-118.3393456
MountProspectvillage,IL,42.066171,-87.918756
BalchSpringscity,TX,32.7287413,-96.6227714
Kingsportcity,TN,36.550238,-82.5594293
Windsortown,CT,41.8647224,-72.6547278
Marshfieldtown,MA,42.091769,-70.7055941
Sanfordcity,FL,28.8117297,-81.2680345
Rosenbergcity,TX,29.5571825,-95.8085623
Camarillocity,CA,34.2164099,-119.0376573
Chicocity,CA,45.5484418,-73.5428
Vernontownship,NJ,41.1984287,-74.4832132
RockyMountcity,NC,35.9423833,-77.7956949
Jenningscity,LA,30.2224284,-92.657085
Sanduskycity,OH,41.2951563,-83.1555438
Binghamtoncity,NY,42.096968,-75.914341
Ashlandcity,KY,38.4784144,-82.6379387
Hazlettownship,NJ,40.4156635,-74.1909769
MidwestCitycity,OK,35.4495097,-97.3967025
PhenixCitycity,AL,32.4709761,-85.0007653
WestMifflinborough,PA,40.362505,-79.898389
Johnstowncity,PA,33.361779,-87.1097179
